"","patent_id","ipc_section"
"1358","10000847","H"
"1359","10000847","C"
"1360","10000848","C"
"1361","10000848","B"
"1362","10000848","H"
"1363","10000849","B"
"1364","10000849","C"
"1365","10000850","C"
"1366","10000851","C"
"1367","10000851","B"
"1368","10000851","F"
"1369","10000852","B"
"1370","10000852","C"
"1371","10000853","C"
"1372","10000853","B"
"1373","10000853","H"
"1374","10000854","C"
"1375","10000854","B"
"1376","10000854","E"
"1377","10000855","C"
"1378","10000855","B"
"1379","10000856","C"
"1380","10000856","H"
"1381","10000857","C"
"1382","10000858","C"
"1383","10000858","B"
"1384","10000859","C"
"1385","10000859","B"
"1386","10000860","C"
"1387","10000861","C"
"1388","10000862","H"
"1389","10000862","C"
"1390","10000862","B"
"1391","10000863","C"
"1392","10000863","B"
"1393","10000864","C"
"1394","10000864","H"
"1395","10000865","D"
"1396","10000865","B"
"1397","10000866","D"
"1398","10000867","D"
"1399","10000867","B"
"1400","10000868","D"
"1401","10000869","D"
"1402","10000870","D"
"1403","10000870","A"
"1404","10000871","A"
"1405","10000871","D"
"1406","10000872","D"
"1407","10000873","D"
"1408","10000874","D"
"1409","10000875","D"
"1410","10000875","G"
"1411","10000876","D"
"1412","10000876","G"
"1413","10000877","D"
"1414","10000877","G"
"1415","10000879","D"
"1416","10000879","G"
"1417","10000880","C"
"1418","10000880","D"
"1419","10000881","B"
"1420","10000881","D"
"1421","10000881","A"
"1422","10000882","D"
"1423","10000882","G"
"1424","10000883","B"
"1425","10000883","D"
"1426","10000884","D"
"1427","10000885","D"
"1428","10000886","D"
"1429","10000886","F"
"1430","10000886","A"
"1431","10000887","A"
"1432","10000887","D"
"1433","10000888","D"
"1434","10000888","B"
"1435","10000889","D"
"1436","10000890","D"
"1437","10000891","C"
"1438","10000891","D"
"1439","10000892","B"
"1440","10000892","E"
"1441","10000893","E"
"1442","10000894","E"
"1443","10000895","E"
"1444","10000895","B"
"1445","10000895","F"
"1446","10000896","E"
"1447","10000896","C"
"1448","10000897","E"
"1449","10000897","B"
"1450","10000897","F"
"1451","10000898","E"
"1452","10000898","G"
"1453","10000899","E"
"1454","10000900","A"
"1455","10000900","E"
"1456","10000901","E"
"1457","10000901","F"
"1458","10000901","A"
"1459","10000902","E"
"1460","10000902","F"
"1461","10000903","E"
"1462","10000904","E"
"1463","10000905","E"
"1464","10000906","E"
"1465","10000906","F"
"1466","10000907","E"
"1467","10000907","B"
"1468","10000908","B"
"1469","10000908","E"
"1470","10000909","E"
"1471","10000909","G"
"1472","10000910","E"
"1473","10000910","F"
"1474","10000911","G"
"1475","10000911","E"
"1476","10000912","E"
"1477","10000912","F"
"1478","10000913","E"
"1479","10000913","B"
"1480","10000914","E"
"1481","10000914","F"
"1482","10000914","G"
"1483","10000914","B"
"1484","10000916","E"
"1485","10000917","E"
"1486","10000918","E"
"1487","10000918","B"
"1488","10000919","E"
"1489","10000920","E"
"1490","10000920","A"
"1491","10000921","E"
"1492","10000921","F"
"1493","10000922","B"
"1494","10000922","E"
"1495","10000923","E"
"1496","10000923","A"
"1497","10000924","E"
"1498","10000924","B"
"1499","10000925","E"
"1500","10000926","E"
"1501","10000927","E"
"1502","10000928","E"
"1503","10000928","F"
"1504","10000929","E"
"1505","10000929","B"
"1506","10000930","F"
"1507","10000930","E"
"1508","10000931","B"
"1509","10000931","E"
"1510","10000931","A"
"1511","10000932","E"
"1512","10000933","E"
"1513","10000933","B"
"1514","10000934","E"
"1515","10000934","F"
"1516","10000935","E"
"1517","10000936","E"
"1518","10000936","B"
"1519","10000937","F"
"1520","10000937","E"
"1521","10000937","A"
"1522","10000938","B"
"1523","10000938","E"
"1524","10000939","E"
"1525","10000940","E"
"1526","10000940","A"
"1527","10000941","G"
"1528","10000941","E"
"1529","10000942","E"
"1530","10000942","A"
"1531","10000943","E"
"1532","10000944","E"
"1533","10000945","E"
"1534","10000945","F"
"1535","10000946","E"
"1536","10000947","E"
"1537","10000948","B"
"1538","10000948","E"
"1539","10000949","E"
"1540","10000950","B"
"1541","10000950","E"
"1542","10000952","E"
"1543","10000953","E"
"1544","10000953","G"
"1545","10000953","H"
"1546","10000954","E"
"1547","10000954","G"
"1548","10000954","H"
"1549","10000955","E"
"1550","10000955","G"
"1551","10000955","F"
"1552","10000956","H"
"1553","10000956","E"
"1554","10000957","E"
"1555","10000957","B"
"1556","10000958","E"
"1557","10000959","B"
"1558","10000959","E"
"1559","10000960","E"
"1560","10000961","E"
"1561","10000961","B"
"1562","10000962","E"
"1563","10000963","E"
"1564","10000964","E"
"1565","10000965","E"
"1566","10000965","C"
"1567","10000965","B"
"1568","10000967","E"
"1569","10000968","E"
"1570","10000968","H"
"1571","10000969","E"
"1572","10000969","F"
"1573","10000970","E"
"1574","10000970","C"
"1575","10000971","E"
"1576","10000972","E"
"1577","10000973","E"
"1578","10000974","E"
"1579","10000974","B"
"1580","10000975","E"
"1581","10000976","E"
"1582","10000976","B"
"1583","10000976","C"
"1584","10000977","E"
"1585","10000978","E"
"1586","10000979","E"
"1587","10000980","E"
"1588","10000981","E"
"1589","10000981","F"
"1590","10000982","E"
"1591","10000983","E"
"1592","10000983","F"
"1593","10000984","E"
"1594","10000984","C"
"1595","10000985","E"
"1596","10000986","E"
"1597","10000987","E"
"1598","10000988","E"
"1599","10000989","E"
"1600","10000990","E"
"1601","10000990","F"
"1602","10000991","E"
"1603","10000992","E"
"1604","10000993","E"
"1605","10000993","B"
"1606","10000994","B"
"1607","10000994","F"
"1608","10000994","E"
"1609","10000995","E"
"1610","10000996","E"
"1611","10000997","E"
"1612","10000998","E"
"1613","10000998","C"
"1614","10000999","E"
"1615","10000999","H"
"1616","10001000","E"
"1617","10001001","E"
"1618","10001002","E"
"1619","10001002","C"
"1620","10001002","B"
"1621","10001003","E"
"1622","10001004","G"
"1623","10001004","E"
"1624","10001005","E"
"1625","10001006","G"
"1626","10001006","E"
"1627","10001007","E"
"1628","10001007","G"
"1629","10001008","G"
"1630","10001008","E"
"1631","10001009","E"
"1632","10001010","F"
"1633","10001011","F"
"1634","10001012","F"
"1635","10001013","F"
"1636","10001013","B"
"1637","10001014","F"
"1638","10001015","B"
"1639","10001015","F"
"1640","10001016","F"
"1641","10001016","B"
"1642","10001017","F"
"1643","10001017","B"
"1644","10001018","F"
"1645","10001019","F"
"1646","10001020","F"
"1647","10001021","B"
"1648","10001021","F"
"1649","10001021","C"
"1650","10001022","F"
"1651","10001023","F"
"1652","10001024","F"
"1653","10001024","C"
"1654","10001025","F"
"1655","10001025","H"
"1656","10001026","F"
"1657","10001027","F"
"1658","10001028","F"
"1659","10001029","F"
"1660","10001030","B"
"1661","10001030","F"
"1662","10001030","C"
"1663","10001031","F"
"1664","10001032","F"
"1665","10001033","F"
"1666","10001034","F"
"1667","10001035","F"
"1668","10001036","F"
"1669","10001037","F"
"1670","10001038","F"
"1671","10001039","F"
"1672","10001040","B"
"1673","10001040","F"
"1674","10001041","F"
"1675","10001041","B"
"1676","10001042","F"
"1677","10001043","F"
"1678","10001043","G"
"1679","10001044","F"
"1680","10001045","F"
"1681","10001046","F"
"1682","10001047","F"
"1683","10001048","F"
"1684","10001049","F"
"1685","10001050","F"
"1686","10001051","F"
"1687","10001052","G"
"1688","10001052","F"
"1689","10001053","F"
"1690","10001053","B"
"1691","10001054","F"
"1692","10001055","F"
"1693","10001056","F"
"1694","10001057","F"
"1695","10001058","F"
"1696","10001058","G"
"1697","10001059","F"
"1698","10001060","F"
"1699","10001061","F"
"1700","10001062","F"
"1701","10001062","B"
"1702","10001063","F"
"1703","10001063","B"
"1704","10001064","F"
"1705","10001065","F"
"1706","10001066","F"
"1707","10001067","F"
"1708","10001068","F"
"1709","10001069","F"
"1710","10001069","B"
"1711","10001070","F"
"1712","10001071","F"
"1713","10001073","F"
"1714","10001073","B"
"1715","10001074","F"
"1716","10001075","F"
"1717","10001076","F"
"1718","10001076","G"
"1719","10001077","G"
"1720","10001077","F"
"1721","10001078","F"
"1722","10001079","F"
"1723","10001080","F"
"1724","10001081","F"
"1725","10001082","F"
"1726","10001082","B"
"1727","10001083","F"
"1728","10001084","F"
"1729","10001085","F"
"1730","10001086","F"
"1731","10001087","F"
"1732","10001088","G"
"1733","10001088","F"
"1734","10001089","F"
"1735","10001090","F"
"1736","10001091","F"
"1737","10001091","C"
"1738","10001091","B"
"1739","10001092","F"
"1740","10001093","F"
"1741","10001094","F"
"1742","10001095","B"
"1743","10001095","F"
"1744","10001095","H"
"1745","10001096","F"
"1746","10001096","G"
"1747","10001096","B"
"1748","10001097","F"
"1749","10001098","F"
"1750","10001099","F"
"1751","10001100","F"
"1752","10001101","F"
"1753","10001102","F"
"1754","10001103","F"
"1755","10001104","F"
"1756","10001105","F"
"1757","10001105","H"
"1758","10001106","F"
"1759","10001106","G"
"1760","10001107","F"
"1761","10001108","G"
"1762","10001108","F"
"1763","10001109","F"
"1764","10001110","F"
"1765","10001110","B"
"1766","10001110","H"
"1767","10001111","E"
"1768","10001111","F"
"1769","10001112","F"
"1770","10001113","F"
"1771","10001114","F"
"1772","10001115","F"
"1773","10001115","G"
"1774","10001116","F"
"1775","10001117","B"
"1776","10001117","F"
"1777","10001118","F"
"1778","10001119","F"
"1779","10001120","F"
"1780","10001121","G"
"1781","10001121","F"
"1782","10001121","E"
"1783","10001122","F"
"1784","10001123","F"
"1785","10001124","F"
"1786","10001125","B"
"1787","10001125","F"
"1788","10001126","F"
"1789","10001127","F"
"1790","10001127","A"
"1791","10001128","F"
"1792","10001129","F"
"1793","10001129","A"
"1794","10001130","F"
"1795","10001131","F"
"1796","10001132","F"
"1797","10001133","F"
"1798","10001134","F"
"1799","10001135","F"
"1800","10001136","F"
"1801","10001137","F"
"1802","10001137","B"
"1803","10001138","F"
"1804","10001139","F"
"1805","10001139","H"
"1806","10001140","F"
"1807","10001141","F"
"1808","10001142","F"
"1809","10001143","F"
"1810","10001144","F"
"1811","10001144","A"
"1812","10001145","F"
"1813","10001145","G"
"1814","10001146","F"
"1815","10001146","E"
"1816","10001147","F"
"1817","10001148","F"
"1818","10001148","B"
"1819","10001149","F"
"1820","10001149","B"
"1821","10001150","F"
"1822","10001151","F"
"1823","10001151","G"
"1824","10001152","F"
"1825","10001153","A"
"1826","10001153","F"
"1827","10001153","H"
"1828","10001154","A"
"1829","10001154","F"
"1830","10001155","F"
"1831","10001156","F"
"1832","10001157","F"
"1833","10001158","F"
"1834","10001158","B"
"1835","10001159","B"
"1836","10001159","F"
"1837","10001159","G"
"1838","10001160","F"
"1839","10001161","F"
"1840","10001161","H"
"1841","10001162","E"
"1842","10001162","F"
"1843","10001163","F"
"1844","10001164","F"
"1845","10001165","H"
"1846","10001165","F"
"1847","10001166","F"
"1848","10001166","B"
"1849","10001167","F"
"1850","10001168","F"
"1851","10001169","F"
"1852","10001170","F"
"1853","10001170","B"
"1854","10001171","F"
"1855","10001172","F"
"1856","10001173","B"
"1857","10001173","F"
"1858","10001174","F"
"1859","10001175","F"
"1860","10001176","F"
"1861","10001177","F"
"1862","10001178","F"
"1863","10001179","F"
"1864","10001179","B"
"1865","10001180","F"
"1866","10001181","F"
"1867","10001181","C"
"1868","10001182","F"
"1869","10001183","F"
"1870","10001184","F"
"1871","10001184","B"
"1872","10001185","F"
"1873","10001185","B"
"1874","10001186","F"
"1875","10001187","F"
"1876","10001188","F"
"1877","10001189","F"
"1878","10001190","B"
"1879","10001190","F"
"1880","10001191","F"
"1881","10001192","F"
"1882","10001193","F"
"1883","10001193","B"
"1884","10001193","C"
"1885","10001194","F"
"1886","10001194","G"
"1887","10001195","F"
"1888","10001196","F"
"1889","10001197","F"
"1890","10001198","F"
"1891","10001199","F"
"1892","10001200","F"
"1893","10001201","F"
"1894","10001201","B"
"1895","10001202","F"
"1896","10001202","B"
"1897","10001203","F"
"1898","10001204","F"
"1899","10001204","B"
"1900","10001205","B"
"1901","10001205","F"
"1902","10001206","F"
"1903","10001206","B"
"1904","10001207","F"
"1905","10001207","B"
"1906","10001209","F"
"1907","10001209","B"
"1908","10001210","F"
"1909","10001211","F"
"1910","10001212","G"
"1911","10001212","F"
"1912","10001212","B"
"1913","10001213","F"
"1914","10001214","F"
"1915","10001214","E"
"1916","10001215","B"
"1917","10001215","F"
"1918","10001216","F"
"1919","10001216","E"
"1920","10001217","F"
"1921","10001218","F"
"1922","10001219","F"
"1923","10001220","F"
"1924","10001221","F"
"1925","10001222","B"
"1926","10001222","F"
"1927","10001223","F"
"1928","10001223","H"
"1929","10001224","F"
"1930","10001224","H"
"1931","10001224","G"
"1932","10001225","F"
"1933","10001225","G"
"1934","10001226","F"
"1935","10001227","F"
"1936","10001227","D"
"1937","10001227","A"
"1938","10001228","F"
"1939","10001228","C"
"1940","10001229","F"
"1941","10001229","B"
"1942","10001230","F"
"1943","10001230","B"
"1944","10001231","F"
"1945","10001232","F"
"1946","10001233","F"
"1947","10001233","C"
"1948","10001233","G"
"1949","10001233","H"
"1950","10001234","F"
"1951","10001234","E"
"1952","10001235","F"
"1953","10001236","F"
"1954","10001236","A"
"1955","10001237","F"
"1956","10001238","F"
"1957","10001239","F"
"1958","10001240","F"
"1959","10001241","A"
"1960","10001241","F"
"1961","10001241","H"
"1962","10001242","F"
"1963","10001242","G"
"1964","10001242","A"
"1965","10001243","F"
"1966","10001243","A"
"1967","10001243","H"
"1968","10001244","F"
"1969","10001244","A"
"1970","10001245","F"
"1971","10001245","B"
"1972","10001246","F"
"1973","10001247","F"
"1974","10001247","B"
"1975","10001247","E"
"1976","10001248","F"
"1977","10001248","A"
"1978","10001249","H"
"1979","10001249","F"
"1980","10001249","B"
"1981","10001249","C"
"1982","10001250","F"
"1983","10001251","G"
"1984","10001251","F"
"1985","10001252","F"
"1986","10001252","H"
"1987","10001253","F"
"1988","10001254","F"
"1989","10001254","G"
"1990","10001255","F"
"1991","10001256","F"
"1992","10001257","F"
"1993","10001257","G"
"1994","10001258","F"
"1995","10001258","G"
"1996","10001258","H"
"1997","10001259","F"
"1998","10001260","F"
"1999","10001261","F"
"2000","10001261","G"
"2001","10001261","H"
"2002","10001262","F"
"2003","10001263","F"
"2004","10001263","H"
